自動車メーカー,車種,型式,エンジン,適合詳細,仕様,プレート,種類,販売価格,Camp価格,商品ID,物販コード,メーカー品番,メーカー名,商品名,商品,商品種別,付属品/必要部品,備考,注意事項,定価,入り送料,,規格1,パターン数,管理用コード
マツダ,ロードスター,NB,BP,,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,309,69179,,292021,ORC-309D-02Z-qq-e-498k,ORC-309D-02Z,ORC,Metal Series ORC-309(シングル),Metal Series ORC-309,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ)<br>純正パイロットベアリングが必要となります。,オプションとして静音タイプの設定があります。(ご希望の場合はご購入前にお問い合わせください),,96000,0,,,,
三菱,ランサーエボリューションIV,CN9A,4G63,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プル式,シングル,409,91515,,291825,ORC-P409D-MB0101-qq-e-514k,ORC-P409D-MB0101,ORC,Metal Series ORC-409(シングル),Metal Series ORC-409,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,128000,0,,,,
三菱,ランサーエボリューションIV,CN9A,4G63,,SE機構付き<br>HP(高圧着タイプ)・ダンパー付きクラッチディスク<br>プル式,ツイン,659,133396,,291943,ORC-P659D-MB0101-qq-e-513k,ORC-P659D-MB0101,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,188000,0,,,,
三菱,ランサーエボリューションIV,CN9A,4G63,,SE機構付き<br>HP(高圧着タイプ)・ダンパー無しクラッチディスク<br>プル式,ツイン,659,129209,,291912,ORC-P659-MB0101-qq-e-515k,ORC-P659-MB0101,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,182000,0,,,,
三菱,ランサーエボリューションIV,CN9A,4G63,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プル式,ツイン,559,126417,,292105,ORC-P559D-MB0101-qq-e-511k,ORC-P559D-MB0101,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,178000,0,,,,
三菱,ランサーエボリューションIV,CN9A,4G63,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プル式,ツイン,559,122228,,291844,ORC-P559-MB0101-qq-e-512k,ORC-P559-MB0101,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,172000,0,,,,
三菱,ランサーエボリューションIX,CT9A,4G63,,SE機構付き<br>HP(高圧着タイプ)・ダンパー付きクラッチディスク<br>プル式,ツイン,659,133396,,292116,ORC-P659D-MB0101-qq-e-543k,ORC-P659D-MB0101,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,188000,0,,,,
三菱,ランサーエボリューションIX,CT9A,4G63,,SE機構付き<br>HP(高圧着タイプ)・ダンパー無しクラッチディスク<br>プル式,ツイン,659,129209,,291915,ORC-P659-MB0101-qq-e-542k,ORC-P659-MB0101,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,182000,0,,,,
三菱,ランサーエボリューションIX,CT9A,4G63,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プル式,ツイン,559,126417,,291894,ORC-P559D-MB0101-qq-e-545k,ORC-P559D-MB0101,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,178000,0,,,,
三菱,ランサーエボリューションIX,CT9A,4G63,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プル式,ツイン,559,122228,,291846,ORC-P559-MB0101-qq-e-544k,ORC-P559-MB0101,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,172000,0,,,,
三菱,ランサーエボリューションV,CP9A,4G63,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プル式,シングル,409,91515,,291826,ORC-P409D-MB0101-qq-e-521k,ORC-P409D-MB0101,ORC,Metal Series ORC-409(シングル),Metal Series ORC-409,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,128000,0,,,,
三菱,ランサーエボリューションV,CP9A,4G63,,SE機構付き<br>HP(高圧着タイプ)・ダンパー付きクラッチディスク<br>プル式,ツイン,659,133396,,292115,ORC-P659D-MB0101-qq-e-523k,ORC-P659D-MB0101,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,188000,0,,,,
三菱,ランサーエボリューションV,CP9A,4G63,,SE機構付き<br>HP(高圧着タイプ)・ダンパー無しクラッチディスク<br>プル式,ツイン,659,129209,,291913,ORC-P659-MB0101-qq-e-522k,ORC-P659-MB0101,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,182000,0,,,,
三菱,ランサーエボリューションV,CP9A,4G63,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プル式,ツイン,559,126417,,291891,ORC-P559D-MB0101-qq-e-519k,ORC-P559D-MB0101,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,178000,0,,,,
三菱,ランサーエボリューションV,CP9A,4G63,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プル式,ツイン,559,122228,,291845,ORC-P559-MB0101-qq-e-520k,ORC-P559-MB0101,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,172000,0,,,,
三菱,ランサーエボリューションVI,CP9A,4G63,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プル式,シングル,409,91515,,291827,ORC-P409D-MB0101-qq-e-527k,ORC-P409D-MB0101,ORC,Metal Series ORC-409(シングル),Metal Series ORC-409,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,128000,0,,,,
三菱,ランサーエボリューションVI,CP9A,4G63,,SE機構付き<br>HP(高圧着タイプ)・ダンパー付きクラッチディスク<br>プル式,ツイン,659,133396,,291944,ORC-P659D-MB0101-qq-e-528k,ORC-P659D-MB0101,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,188000,0,,,,
三菱,ランサーエボリューションVI,CP9A,4G63,,SE機構付き<br>HP(高圧着タイプ)・ダンパー無しクラッチディスク<br>プル式,ツイン,659,129209,,292110,ORC-P659-MB0101-qq-e-531k,ORC-P659-MB0101,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,182000,0,,,,
三菱,ランサーエボリューションVI,CP9A,4G63,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プル式,ツイン,559,126417,,291892,ORC-P559D-MB0101-qq-e-529k,ORC-P559D-MB0101,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,178000,0,,,,
三菱,ランサーエボリューションVI,CP9A,4G63,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プル式,ツイン,559,122228,,292096,ORC-P559-MB0101-qq-e-530k,ORC-P559-MB0101,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,172000,0,,,,
三菱,ランサーエボリューションVII/VIII,CT9A,4G63,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プル式,シングル,409,91515,,291828,ORC-P409D-MB0101-qq-e-536k,ORC-P409D-MB0101,ORC,Metal Series ORC-409(シングル),Metal Series ORC-409,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,128000,0,,,,
三菱,ランサーエボリューションVII/VIII,CT9A,4G63,,SE機構付き<br>HP(高圧着タイプ)・ダンパー付きクラッチディスク<br>プル式,ツイン,659,133396,,291945,ORC-P659D-MB0101-qq-e-539k,ORC-P659D-MB0101,ORC,Metal Series ORC-659(ツイン),Metal Series ORC-659,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。,,,188000,0,,,,
