レクサス,GS350,GRL12,H27/11～,2GR-FKE,3.5L 2WD 後期型,Fr：8～13mm<br>Rr：5～10mm,22000,,223212,ESX-4681-qq-e-f1-5638,ESX-4681-qq-e-d-5638,4536190146816,ESX-4681,ESPELIR,DOWNSUS Plus,1台分,8～13/5～10,Fr：8～13mm<br>Rr：5～10mm,5.8/9.88,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215765>BR-4662F</a><br>リア:設定なし,,,50000,36000
レクサス,GS350,GRL12,H27/11～,2GR-FKE,3.5L 2WD 後期型/Fスポーツ,Fr：8～13mm<br>Rr：5～10mm,22000,,223328,ESX-4687-qq-e-f1-5644,ESX-4687-qq-e-d-5644,4536190146878,ESX-4687,ESPELIR,DOWNSUS Plus,1台分,8～13/5～10,Fr：8～13mm<br>Rr：5～10mm,5.8/9.88,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215766>BR-4662F</a><br>リア:設定なし,,,50000,36000
レクサス,GS350,GRL12,H27/11～,2GR-FKE,3.5L 2WD 後期型/バージョンL/Iパッケージ,,22000,,227120,ESX-4684-qq-e-f1-5641,ESX-4684-qq-e-d-5641,4536190146847,ESX-4684,ESPELIR,DOWNSUS Plus,1台分,8～13/5～10,,5.8/9.88,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213941>BR-4662F</a><br>リア:設定なし,,,50000,36000
レクサス,GS350,GRS191,H19/10～H23/12,2GR-FSE,2WD 後期,,20240,,226459,ESX-4624-qq-e-f1-4753,ESX-4624-qq-e-d-4753,4536190146243,ESX-4624,ESPELIR,DOWNSUS Plus,1台分,15～20/10～15,,5.8/5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214579>BR-734F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/214078>BR-734R</a>,,,46000,34400
レクサス,GS350,GRS191,H19/10～H23/12,2GR-FSE,2WD 後期 バージョンI,Fr：15～20mm<br>Rr：10～15mm,20240,,221704,ESX-4627-qq-e-f1-4756,ESX-4627-qq-e-d-4756,4536190146274,ESX-4627,ESPELIR,DOWNSUS Plus,1台分,15～20/10～15,Fr：15～20mm<br>Rr：10～15mm,5.8/5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216587>BR-734F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213082>BR-734R</a>,,,46000,34400
レクサス,GS450h,GWL10,H24/3～H27/10,2GR-FXE+モーター,3.5L ハイブリッド 前期型,,22000,,226240,ESX-4636-qq-e-f1-5593,ESX-4636-qq-e-d-5593,4536190146366,ESX-4636,ESPELIR,DOWNSUS Plus,1台分,16～21/13～18,,5.8/9.88,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219334>BR-4635F</a><br>リア:設定なし,,,50000,46000
レクサス,GS450h,GWL10,H24/3～H27/10,2GR-FXE+モーター,3.5L ハイブリッド 前期型/Fスポーツ,Fr：16～21mm<br>Rr：13～18mm,22000,,222448,ESX-4642-qq-e-f1-5599,ESX-4642-qq-e-d-5599,4536190146427,ESX-4642,ESPELIR,DOWNSUS Plus,1台分,16～21/13～18,Fr：16～21mm<br>Rr：13～18mm,5.8/9.88,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220328>BR-4635F</a><br>リア:設定なし,,,50000,46000
レクサス,GS450h,GWL10,H24/3～H27/10,2GR-FXE+モーター,3.5L ハイブリッド 前期型/バージョンL/バージョンI,Fr：16～21mm<br>Rr：13～18mm,22000,,222447,ESX-4639-qq-e-f1-5596,ESX-4639-qq-e-d-5596,4536190146397,ESX-4639,ESPELIR,DOWNSUS Plus,1台分,16～21/13～18,Fr：16～21mm<br>Rr：13～18mm,5.8/9.88,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218327>BR-4635F</a><br>リア:設定なし,,,50000,46000
レクサス,GS460,URS190,H19/10～H23/12,1UR-FSE,2WD 4.6L,Fr：13～18mm<br>Rr：11～16mm,20240,,224697,ESX-4630-qq-e-f1-4759,ESX-4630-qq-e-d-4759,4536190146304,ESX-4630,ESPELIR,DOWNSUS Plus,1台分,13～18/11～16,Fr：13～18mm<br>Rr：11～16mm,6/5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213735>BR-734F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213083>BR-734R</a>,,,46000,34400
レクサス,GS460,URS190,H19/10～H23/12,1UR-FSE,2WD 4.6L/バージョンL/バージョンI,Fr：13～18mm<br>Rr：11～16mm,20240,,221706,ESX-4633-qq-e-f1-4762,ESX-4633-qq-e-d-4762,4536190146335,ESX-4633,ESPELIR,DOWNSUS Plus,1台分,13～18/11～16,Fr：13～18mm<br>Rr：11～16mm,6/5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215079>BR-734F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/220156>BR-734R</a>,,,46000,34400
レクサス,IS200t,ASE30,H27/8～H28/9,8AR-FTS,2WD 2.0L ターボ/200t バージョンL,Fr：15～20mm<br>Rr：5～10mm,21560,,224694,ESX-4092-qq-e-f1-5474,ESX-4092-qq-e-d-5474,4536190140920,ESX-4092,ESPELIR,DOWNSUS Plus,1台分,15～20/5～10,Fr：15～20mm<br>Rr：5～10mm,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219548>BR-4061F</a><br>リア:設定なし,,,49000,35600
レクサス,IS200t/IS250,ASE30,H27/8～H28/9,8AR-FTS,2WD 2.0L ターボ/200t Fスポーツ,Fr：15～20mm<br>Rr：5～10mm,21560,,223973,ESX-4089-qq-e-f1-5471,ESX-4089-qq-e-d-5471,4536190140890,ESX-4089,ESPELIR,DOWNSUS Plus,1台分,15～20/5～10,Fr：15～20mm<br>Rr：5～10mm,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215485>BR-4061F</a><br>リア:設定なし,,,49000,35600
レクサス,IS200t/IS250,ASE30,H27/8～H28/9,8AR-FTS,2WD 2.0L ターボ/200t ベースグレード,Fr：15～20mm<br>Rr：5～10mm,21560,,222642,ESX-4086-qq-e-f1-5468,ESX-4086-qq-e-d-5468,4536190140869,ESX-4086,ESPELIR,DOWNSUS Plus,1台分,15～20/5～10,Fr：15～20mm<br>Rr：5～10mm,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220533>BR-4061F</a><br>リア:設定なし,,,49000,35600
レクサス,IS250,GSE35,H27/8～H28/9,4GR-FSE,4WD 2.5L/250 Fスポーツ,Fr：10～15mm<br>Rr：5～10mm,21560,,222551,ESX-4097-qq-e-f1-5479,ESX-4097-qq-e-d-5479,4536190140975,ESX-4097,ESPELIR,DOWNSUS Plus,1台分,10～15/5～10,Fr：10～15mm<br>Rr：5～10mm,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219550>BR-4061F</a><br>リア:設定なし,,,49000,35600
レクサス,IS250,GSE35,H27/8～H28/9,4GR-FSE,4WD 2.5L/250 バージョンL,Fr：10～15mm<br>Rr：5～10mm,21560,,223208,ESX-4100-qq-e-f1-5482,ESX-4100-qq-e-d-5482,4536190141002,ESX-4100,ESPELIR,DOWNSUS Plus,1台分,10～15/5～10,Fr：10～15mm<br>Rr：5～10mm,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215486>BR-4061F</a><br>リア:設定なし,,,49000,35600
レクサス,IS300h,AVE30,H27/8～H28/9,2AR-FSE+モーター,2WD 2.5L ハイブリッド Fスポーツ,,22880,,226239,ESX-4107-qq-e-f1-5489,ESX-4107-qq-e-d-5489,4536190141071,ESX-4107,ESPELIR,DOWNSUS Plus,1台分,15～20/7～12,,5.5/10.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216501>BR-4061F</a><br>リア:設定なし,,,52000,36900
レクサス,IS300h,AVE30,H27/8～H28/9,2AR-FSE+モーター,2WD 2.5L ハイブリッド バージョンL,Fr：15～20mm<br>Rr：7～12mm,22880,,221898,ESX-4113-qq-e-f1-5495,ESX-4113-qq-e-d-5495,4536190141132,ESX-4113,ESPELIR,DOWNSUS Plus,1台分,15～20/7～12,Fr：15～20mm<br>Rr：7～12mm,5.5/10.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216504>BR-4061F</a><br>リア:設定なし,,,52000,36900
レクサス,IS300h,AVE30,H28/10～,2AR-FSE+モーター,2WD 2.5L ハイブリッド Fスポーツ,Fr：12～17mm<br>Rr：7～12mm,22440,,222647,ESX-4138-qq-e-f1-5520,ESX-4138-qq-e-d-5520,4536190141385,ESX-4138,ESPELIR,DOWNSUS Plus,1台分,12～17/7～12,Fr：12～17mm<br>Rr：7～12mm,5.5/8.4,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216512>BR-4127F</a><br>リア:設定なし,,,51000,36500
レクサス,IS300h,AVE30,H28/10～,2AR-FSE+モーター,2WD 2.5L ハイブリッド バージョンL,,22880,,226453,ESX-4144-qq-e-f1-5526,ESX-4144-qq-e-d-5526,4536190141446,ESX-4144,ESPELIR,DOWNSUS Plus,1台分,12～17/7～12,,5.5/10.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219317>BR-4127F</a><br>リア:設定なし,,,52000,36900
レクサス,IS300h,AVE35,H27/8～H28/9,2AR-FSE+モーター,4WD 2.5L ハイブリッド Fスポーツ,Fr：15～20mm<br>Rr：7～12mm,22880,,225484,ESX-4110-qq-e-f1-5492,ESX-4110-qq-e-d-5492,4536190141101,ESX-4110,ESPELIR,DOWNSUS Plus,1台分,15～20/7～12,Fr：15～20mm<br>Rr：7～12mm,5.5/10.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216503>BR-4061F</a><br>リア:設定なし,,,52000,36900
レクサス,IS300h,AVE35,H27/8～H28/9,2AR-FSE+モーター,4WD 2.5L ハイブリッド バージョンL,Fr：15～20mm<br>Rr：7～12mm,22880,,223403,ESX-4116-qq-e-f1-5498,ESX-4116-qq-e-d-5498,4536190141163,ESX-4116,ESPELIR,DOWNSUS Plus,1台分,15～20/7～12,Fr：15～20mm<br>Rr：7～12mm,5.5/10.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220536>BR-4061F</a><br>リア:設定なし,,,52000,36900
レクサス,IS300h,AVE35,H28/10～,2AR-FSE+モーター,4WD 2.5L ハイブリッド Fスポーツ,Fr：12～17mm<br>Rr：7～12mm,22880,,224185,ESX-4141-qq-e-f1-5523,ESX-4141-qq-e-d-5523,4536190141415,ESX-4141,ESPELIR,DOWNSUS Plus,1台分,12～17/7～12,Fr：12～17mm<br>Rr：7～12mm,5.5/10.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218540>BR-4127F</a><br>リア:設定なし,,,52000,36900
レクサス,IS300h,AVE35,H28/10～,2AR-FSE+モーター,4WD 2.5L ハイブリッド バージョンL,Fr：12～17mm<br>Rr：7～12mm,22880,,222649,ESX-4147-qq-e-f1-5529,ESX-4147-qq-e-d-5529,4536190141477,ESX-4147,ESPELIR,DOWNSUS Plus,1台分,12～17/7～12,Fr：12～17mm<br>Rr：7～12mm,5.5/10.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214510>BR-4127F</a><br>リア:設定なし,,,52000,36900
レクサス,IS350,GSE31,H27/8～H28/9,2GR-FSE,2WD 3.5L Fスポーツ,Fr：12～17mm<br>Rr：7～12mm,21560,,221899,ESX-4122-qq-e-f1-5504,ESX-4122-qq-e-d-5504,4536190141224,ESX-4122,ESPELIR,DOWNSUS Plus,1台分,12～17/7～12,Fr：12～17mm<br>Rr：7～12mm,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215489>BR-4061F</a><br>リア:設定なし,,,49000,35600
レクサス,IS350,GSE31,H27/8～H28/9,2GR-FSE,2WD 3.5L バージョンL,Fr：15～20mm<br>Rr：5～10mm,21560,,222645,ESX-4125-qq-e-f1-5507,ESX-4125-qq-e-d-5507,4536190141255,ESX-4125,ESPELIR,DOWNSUS Plus,1台分,15～20/5～10,Fr：15～20mm<br>Rr：5～10mm,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214506>BR-4061F</a><br>リア:設定なし,,,49000,35600
レクサス,IS350,GSE31,H27/8～H28/9,2GR-FSE,2WD 3.5L ベースグレード,,21560,,225682,ESX-4119-qq-e-f1-5501,ESX-4119-qq-e-d-5501,4536190141194,ESX-4119,ESPELIR,DOWNSUS Plus,1台分,15～20/5～10,,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218536>BR-4061F</a><br>リア:設定なし,,,49000,35600
