レクサス,IS200t/IS250,ASE30,H27/8～H28/9,8AR-FTS,2WD 2.0L ターボ/200t Fスポーツ,Fr：25～30mm<br>Rr：15～20mm,20240,,223972,ESX-4088-qq-e-f1-5470,ESX-4088-qq-e-d-5470,4.53619E+12,ESX-4088,ESPELIR,DOWNSUS,1台分,25～30/15～20,Fr：25～30mm<br>Rr：15～20mm,5.3/9.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215484>BR-4061F</a><br>リア:設定なし,,,46000,34400
レクサス,IS200t/IS250,ASE30,H27/8～H28/9,8AR-FTS,2WD 2.0L ターボ/200t ベースグレード,Fr：25～30mm<br>Rr：15～20mm,20240,,222641,ESX-4085-qq-e-f1-5467,ESX-4085-qq-e-d-5467,4.53619E+12,ESX-4085,ESPELIR,DOWNSUS,1台分,25～30/15～20,Fr：25～30mm<br>Rr：15～20mm,5.3/9.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215483>BR-4061F</a><br>リア:設定なし,,,46000,34400
レクサス,IS250,GSE20,H17/9～H20/8,4GR-FSE,2WD 2.5L バージョンS/バージョンL,Fr：13～18mm<br>Rr：7～12mm,19800,,222880,ESX-4045-qq-e-f1-4774,ESX-4045-qq-e-d-4774,4.53619E+12,ESX-4045,ESPELIR,DOWNSUS,1台分,13～18/7～12,Fr：13～18mm<br>Rr：7～12mm,5.3/5.35,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217970>BR-746F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213736>BR-746R</a>,,,45000,33900
レクサス,IS250,GSE20,H17/9～H20/8,4GR-FSE,2WD 2.5L ベースグレード,Fr：13～18mm<br>Rr：7～12mm,19800,,223659,ESX-4042-qq-e-f1-4771,ESX-4042-qq-e-d-4771,4.53619E+12,ESX-4042,ESPELIR,DOWNSUS,1台分,13～18/7～12,Fr：13～18mm<br>Rr：7～12mm,5.3/5.35,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217968>BR-746F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/216993>BR-746R</a>,,,45000,33900
レクサス,IS250,GSE20,H20/9～H25/4,4GR-FSE,2WD 2.5L/バージョンL/バージョンS,Fr：13～18mm<br>Rr：7～12mm,19800,,225174,ESX-4053-qq-e-f1-4782,ESX-4053-qq-e-d-4782,4.53619E+12,ESX-4053,ESPELIR,DOWNSUS,1台分,13～18/7～12,Fr：13～18mm<br>Rr：7～12mm,5.3/5.35,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219000>BR-746F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/218604>BR-746R</a>,,,45000,33900
レクサス,IS250,GSE20,H22/8～H25/4,4GR-FSE,2WD 2.5L/F SPORT,Fr：13～18mm<br>Rr：7～12mm,19800,,225178,ESX-4058-qq-e-f1-4787,ESX-4058-qq-e-d-4787,4.53619E+12,ESX-4058,ESPELIR,DOWNSUS,1台分,13～18/7～12,Fr：13～18mm<br>Rr：7～12mm,5.3/5.35,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219001>BR-746F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/217562>BR-746R</a>,,,45000,33900
レクサス,IS250,GSE25,H17/9～H20/8,4GR-FSE,4WD 2.5L/250/250 バージョンL,Fr：20～25mm<br>Rr：18～23mm,19800,,224412,ESX-4044-qq-e-f1-4773,ESX-4044-qq-e-d-4773,4.53619E+12,ESX-4044,ESPELIR,DOWNSUS,1台分,20～25/18～23,Fr：20～25mm<br>Rr：18～23mm,5.3/5.35,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217969>BR-746F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/214580>BR-746R</a>,,,45000,33900
レクサス,IS250,GSE25,H20/9～H25/4,4GR-FSE,4WD 2.5L/250/250 バージョンL,,19800,,226670,ESX-4051-qq-e-f1-4780,ESX-4051-qq-e-d-4780,4.53619E+12,ESX-4051,ESPELIR,DOWNSUS,1台分,20～25/18～23,,5.3/5.35,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/221009>BR-746F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/217560>BR-746R</a>,,,45000,33900
レクサス,IS250,GSE30,H25/5～H27/7,4GR-FSE,2WD 2.5L Fスポーツ,,21560,,227211,ESX-4066-qq-e-f1-5448,ESX-4066-qq-e-d-5448,4.53619E+12,ESX-4066,ESPELIR,DOWNSUS,1台分,10～15/7～12,,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220530>BR-4061F</a><br>リア:設定なし,,,49000,35600
レクサス,IS250,GSE30,H25/5～H27/7,4GR-FSE,2WD 2.5L バージョンL,Fr：10～15mm<br>Rr：7～12mm,21560,,224178,ESX-4070-qq-e-f1-5452,ESX-4070-qq-e-d-5452,4.53619E+12,ESX-4070,ESPELIR,DOWNSUS,1台分,10～15/7～12,Fr：10～15mm<br>Rr：7～12mm,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215480>BR-4061F</a><br>リア:設定なし,,,49000,35600
レクサス,IS250,GSE30,H25/5～H27/7,4GR-FSE,2WD 2.5L ベースグレード,,21560,,227437,ESX-4062-qq-e-f1-5444,ESX-4062-qq-e-d-5444,4.53619E+12,ESX-4062,ESPELIR,DOWNSUS,1台分,15～20/7～12,,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216496>BR-4061F</a><br>リア:設定なし,,,49000,35600
レクサス,IS250,GSE35,H25/5～H27/7,4GR-FSE,4WD 2.5L Fスポーツ,Fr：10～15mm<br>Rr：7～12mm,21560,,224177,ESX-4068-qq-e-f1-5450,ESX-4068-qq-e-d-5450,4.53619E+12,ESX-4068,ESPELIR,DOWNSUS,1台分,10～15/7～12,Fr：10～15mm<br>Rr：7～12mm,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214502>BR-4061F</a><br>リア:設定なし,,,49000,35600
レクサス,IS250,GSE35,H25/5～H27/7,4GR-FSE,4WD 2.5L バージョンL,Fr：10～15mm<br>Rr：7～12mm,20240,,224908,ESX-4072-qq-e-f1-5454,ESX-4072-qq-e-d-5454,4.53619E+12,ESX-4072,ESPELIR,DOWNSUS,1台分,10～15/7～12,Fr：10～15mm<br>Rr：7～12mm,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219547>BR-4061F</a><br>リア:設定なし,,,46000,34400
レクサス,IS250,GSE35,H25/5～H27/7,4GR-FSE,4WD 2.5L ベースグレード,,21560,,227210,ESX-4064-qq-e-f1-5446,ESX-4064-qq-e-d-5446,4.53619E+12,ESX-4064,ESPELIR,DOWNSUS,1台分,15～20/7～12,,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220529>BR-4061F</a><br>リア:設定なし,,,49000,35600
レクサス,IS250,GSE35,H27/8～H28/9,4GR-FSE,4WD 2.5L/250 Fスポーツ,Fr：25～30mm<br>Rr：10～15mm,21120,,224695,ESX-4096-qq-e-f1-5478,ESX-4096-qq-e-d-5478,4.53619E+12,ESX-4096,ESPELIR,DOWNSUS,1台分,25～30/10～15,Fr：25～30mm<br>Rr：10～15mm,5.3/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213708>BR-4061F</a><br>リア:設定なし,,,48000,35200
レクサス,IS250,GSE35,H27/8～H28/9,4GR-FSE,4WD 2.5L/250 バージョンL,Fr：20～25mm<br>Rr：15～20mm,20240,,223975,ESX-4099-qq-e-f1-5481,ESX-4099-qq-e-d-5481,4.53619E+12,ESX-4099,ESPELIR,DOWNSUS,1台分,20～25/15～20,Fr：20～25mm<br>Rr：15～20mm,5.3/9.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218532>BR-4061F</a><br>リア:設定なし,,,46000,34400
レクサス,IS250,GSE35,H27/8～H28/9,4GR-FSE,4WD 2.5L/250 ベースグレード,Fr：25～30mm<br>Rr：10～15mm,21120,,225483,ESX-4094-qq-e-f1-5476,ESX-4094-qq-e-d-5476,4.53619E+12,ESX-4094,ESPELIR,DOWNSUS,1台分,25～30/10～15,Fr：25～30mm<br>Rr：10～15mm,5.3/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214504>BR-4061F</a><br>リア:設定なし,,,48000,35200
レクサス,IS300,ASE30,H29/11～,8AR-FTS,2WD 2.0L ターボ/300 Fスポーツ,Fr：18～23mm<br>Rr：15～20mm,20240,,224913,ESX-4157-qq-e-f1-5539,ESX-4157-qq-e-d-5539,4.53619E+12,ESX-4157,ESPELIR,DOWNSUS,1台分,18～23/15～20,Fr：18～23mm<br>Rr：15～20mm,5.5/9.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213461>BR-4127F</a><br>リア:設定なし,,,46000,34400
レクサス,IS300,ASE30,H29/11～,8AR-FTS,2WD 2.0L ターボ/300 バージョンL,Fr：18～23mm<br>Rr：15～20mm,20240,,224187,ESX-4159-qq-e-f1-5541,ESX-4159-qq-e-d-5541,4.53619E+12,ESX-4159,ESPELIR,DOWNSUS,1台分,18～23/15～20,Fr：18～23mm<br>Rr：15～20mm,5.5/9.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218319>BR-4127F</a><br>リア:設定なし,,,46000,34400
レクサス,IS300,ASE30,H29/11～,8AR-FTS,2WD 2.0L ターボ/300 ベースグレード,Fr：18～23mm<br>Rr：15～20mm,20240,,221905,ESX-4155-qq-e-f1-5537,ESX-4155-qq-e-d-5537,4.53619E+12,ESX-4155,ESPELIR,DOWNSUS,1台分,18～23/15～20,Fr：18～23mm<br>Rr：15～20mm,5.5/9.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219319>BR-4127F</a><br>リア:設定なし,,,46000,34400
レクサス,IS300h,AVE30,H25/5～H27/7,2AR-FSE+モーター,2WD 2.5L ハイブリッド Fスポーツ,Fr：10～15mm<br>Rr：7～12mm,21560,,223402,ESX-4075-qq-e-f1-5457,ESX-4075-qq-e-d-5457,4.53619E+12,ESX-4075,ESPELIR,DOWNSUS,1台分,10～15/7～12,Fr：10～15mm<br>Rr：7～12mm,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215481>BR-4061F</a><br>リア:設定なし,,,49000,35600
レクサス,IS300h,AVE30,H25/5～H27/7,2AR-FSE+モーター,2WD 2.5L ハイブリッド バージョンL,Fr：10～15mm<br>Rr：7～12mm,21560,,224909,ESX-4077-qq-e-f1-5459,ESX-4077-qq-e-d-5459,4.53619E+12,ESX-4077,ESPELIR,DOWNSUS,1台分,10～15/7～12,Fr：10～15mm<br>Rr：7～12mm,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216497>BR-4061F</a><br>リア:設定なし,,,49000,35600
レクサス,IS300h,AVE30,H27/8～H28/9,2AR-FSE+モーター,2WD 2.5L ハイブリッド Fスポーツ,Fr：20～25mm<br>Rr：17～22mm,21120,,224825,ESX-4106-qq-e-f1-5488,ESX-4106-qq-e-d-5488,4.53619E+12,ESX-4106,ESPELIR,DOWNSUS,1台分,20～25/17～22,Fr：20～25mm<br>Rr：17～22mm,5.3/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214505>BR-4061F</a><br>リア:設定なし,,,48000,35200
レクサス,IS300h,AVE30,H27/8～H28/9,2AR-FSE+モーター,2WD 2.5L ハイブリッド バージョンL,,21120,,227009,ESX-4112-qq-e-f1-5494,ESX-4112-qq-e-d-5494,4.53619E+12,ESX-4112,ESPELIR,DOWNSUS,1台分,20～25/17～22,,5.3/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218534>BR-4061F</a><br>リア:設定なし,,,48000,35200
レクサス,IS300h,AVE30,H27/8～H28/9,2AR-FSE+モーター,2WD 2.5L ハイブリッド ベースグレード,Fr：25～30mm<br>Rr：15～20mm,22440,,223209,ESX-4102-qq-e-f1-5484,ESX-4102-qq-e-d-5484,4.53619E+12,ESX-4102,ESPELIR,DOWNSUS,1台分,25～30/15～20,Fr：25～30mm<br>Rr：15～20mm,5.3/10.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215487>BR-4061F</a><br>リア:設定なし,,,51000,36500
レクサス,IS300h,AVE30,H28/10～,2AR-FSE+モーター,2WD 2.5L ハイブリッド Fスポーツ,Fr：22～27mm<br>Rr：17～22mm,21120,,221902,ESX-4137-qq-e-f1-5519,ESX-4137-qq-e-d-5519,4.53619E+12,ESX-4137,ESPELIR,DOWNSUS,1台分,22～27/17～22,Fr：22～27mm<br>Rr：17～22mm,5.3/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216511>BR-4127F</a><br>リア:設定なし,,,48000,35200
レクサス,IS300h,AVE30,H28/10～,2AR-FSE+モーター,2WD 2.5L ハイブリッド バージョンL,Fr：22～27mm<br>Rr：17～22mm,21120,,224186,ESX-4143-qq-e-f1-5525,ESX-4143-qq-e-d-5525,4.53619E+12,ESX-4143,ESPELIR,DOWNSUS,1台分,22～27/17～22,Fr：22～27mm<br>Rr：17～22mm,5.3/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213457>BR-4127F</a><br>リア:設定なし,,,48000,35200
